id,name,type,role,sex,Showkategorie,Charts,Platz,Spotify,Instagram
sh,Samu Haber,1,4,2,-1,2,-1,98921,565000
fv,Fanta Vier ,1,4,2,-1,4,-1,757580,217000
sk,Stefanie Kloß,1,4,1,-1,2,-1,25644,-1
ab,Andreas Bourani ,1,4,2,-1,4,-1,1041993,224000
yc,Yvonne Catterfeld,1,4,1,-1,4,-1,277755,290000
mf,Mark Forster,1,4,2,-1,4,-1,2186413,110000000
mpk,Michael Patrick Kelly,1,4,2,-1,3,-1,1111783,3690000
ns,Nico Santos,1,4,2,-1,4,-1,2828764,630000
skyc,Stefanie Kloß und Yvonne Catterfeld,1,4,1,-1,-1,-1,-1,-1
shrg,Samu Haber und Rea Garvey,1,4,2,-1,-1,-1,-1,-1
jo,Johannes Oerding,1,4,2,-1,4,-1,1018981,437000
sc,Sarah Connor,1,4,1,-1,4,-1,1094937,725000
pm,Peter Maffay,1,4,2,-1,4,-1,802060,124000
gz,Giovanni Zarrella,1,4,2,-1,2,-1,201107,370000
btk,Bill und Tom Kaulitz,1,4,2,-1,4,-1,-1,-1
shd,Shirin David,1,4,1,-1,4,-1,2269113,65000000
rk,Ronan Keating,1,4,2,-1,4,-1,4061715,-1
rg,Rea Garvey,1,4,2,-1,4,-1,1139244,339000
ed,Elif Demirezer,1,4,1,-1,4,-1,789472,257000
am,Alice Merton,1,4,1,-1,2,-1,2307016,162000
sid,Sido,1,4,2,-1,4,-1,5045450,13000000
mj,Madeline Juno ,1,5,1,-1,3,-1,1100691,829000
lot,Lotte,1,5,1,-1,2,-1,1015441,108000
rr,Ruben Rodriguez,1,5,2,-1,1,-1,-1,9992
mr,Mathias Ramson,1,5,2,-1,1,-1,-1,1310
to,Tino Oac,1,5,2,-1,2,-1,1739,-1
ls,Lillo Scrimali,1,5,2,-1,1,-1,62,1819
dj,David Jürgens,1,5,2,-1,1,-1,66,-1
js,Jens Schneider,1,5,2,-1,1,-1,-1,2523
bb,Boygroup Blue,1,5,2,-1,1,-1,-1,231000
jk,Jules Kalmbacher,1,5,1,-1,1,-1,161,2439
sg,Steffen Graef,1,5,2,-1,1,-1,6,8874
you,YouNotUS,1,5,2,-1,3,-1,4682809,36700
hab,R3hab,1,5,2,-1,2,-1,18525936,26000000
mon,Montez,1,5,2,-1,4,-1,2545502,228000
njm,Norma Jean Martine,1,5,1,-1,2,-1,11861597,5409
mh,Michael Herberger,1,5,2,-1,1,-1,219,1140
mag,Mathias Grosch,1,5,2,-1,1,-1,-1,4036
cp,Christoph Papendieck,1,5,2,-1,1,-1,3664,3269
hf,Helene Fischer ,1,5,1,-1,4,-1,2928573,1000000
kls,Klaus Sahm,1,5,2,-1,1,-1,78533,7437
al,Alex Lys,1,5,2,-1,1,-1,146210,7319
tru,Truva,1,5,2,-1,1,-1,-1,1367
bea,Beatgees,1,5,2,-1,2,-1,289351,3681
ma,Mia Aegerter,1,5,1,-1,2,-1,9045,7335
qua,Quarterhead,1,5,2,-1,2,-1,3436492,17700
ac,Andy Chatterley,1,5,2,-1,1,-1,256,-1
nip,Nicolai Potthoff,1,5,1,-1,1,-1,105813,10800
pps,Patrick Pyke Salmy,1,5,2,-1,1,-1,17,3533
ah,Andreas Herbig,1,5,2,-1,1,-1,-1,-1
rm,Ricardo Munoz ,1,5,2,-1,1,-1,-1,14700
df,Daniel Flamm ,1,5,2,-1,1,-1,2857,1014
aba,Abaz,1,5,2,-1,1,-1,1247,44200
xp,X-Plosive ,1,5,2,-1,1,-1,-1,3022
lm,Leon Milla,1,5,2,-1,1,-1,202,1972
mig,Micheal Geldreich,1,5,2,-1,1,-1,886,1582
anc,Andrich Christoph ,1,5,2,-1,1,-1,-1,-1
svk,Sven Krüger,1,5,2,-1,1,-1,-1,-1
aw,Andreas Weinstein ,1,5,2,-1,1,-1,-1,-1
na,Neil Athale ,1,5,2,-1,1,-1,201,402
eg,Emi Green ,1,5,1,-1,1,-1,-1,-1
ng,Noel Gallagher ,1,5,2,-1,2,-1,1261184,948000
tk,Thomas Kirjonen,1,5,2,-1,1,-1,-1,-1
rs,Robert Stephenson,1,5,2,-1,1,-1,-1,-1
tg,Tobias Granbacka ,1,5,2,-1,1,-1,-1,-1
hs,Henning Sommer,1,5,2,-1,1,-1,-1,372
mp,Mareike Plota ,1,5,1,-1,1,-1,-1,376
lae,Lars Ehrhardt ,1,5,2,-1,1,-1,-1,831
tv,Tommi Vatanen ,1,5,2,-1,1,-1,-1,-1
tuk,Tuomo Korander ,1,5,2,-1,1,-1,-1,-1
kw,Kim Wennerström,1,5,1,-1,1,-1,17,-1
hb,Hannes Butzer ,1,5,2,-1,1,-1,-1,1531
nb,Nils Bodenstedt ,1,5,2,-1,1,-1,-1,-1
ash,Ashley Hicklin ,1,5,1,-1,1,-1,4327,492
km,Katharina Müller,1,5,1,-1,1,-1,-1,-1
ml,Michelle Leonard ,1,5,1,-1,2,-1,42,2780
ni,Nisse Ingwersen,1,5,2,-1,1,-1,33295,14300
ts,Thomas Stengaard,1,5,2,-1,1,-1,268,1915
ep,Eduard Prosek ,1,5,2,-1,1,-1,-1,-1
nk,Nikolai Potthoff ,1,5,2,-1,1,-1,-1,-1
bdd,Brianna Diannie Drain,1,5,1,-1,1,-1,724745,-1
idl,Ilse DeLang ,1,5,1,-1,1,-1,598395,189000
mi,Molly Irvine,1,5,1,-1,1,-1,-1,-1
ia,Imram Abbas ,1,5,2,-1,1,-1,-1,12700
jw,Joe Walter ,1,5,2,-1,1,-1,14,10600
er,Emma Rosen,1,5,1,-1,1,-1,34,20900
nw,Nico Witter,1,5,2,-1,1,-1,-1,-1
jl,Jonny Lattimer ,1,5,2,-1,1,-1,-1,-1
cjg,Christopher John Hutchings,1,5,2,-1,1,-1,1744837,-1
kp,Karin Park,1,5,1,-1,1,-1,29583,6338
es,Emelie Sederholm,1,5,1,-1,1,-1,-1,-1
jwka,Jonas W. Karlsson,1,5,2,-1,1,-1,-1,11900
pr,Pascal Reinhardt,1,5,2,-1,1,-1,719,4523
sdlt,Sofi de la Toree,1,5,1,-1,1,-1,118855,21000
kemt,Katie Elizabeth Marie Taylor,1,5,1,-1,1,-1,-1,-1
luc,Lucry,1,5,2,-1,3,-1,6,39500
shp,Shelly Phillips,1,5,1,-1,1,-1,357,3892
sue,Suena,1,5,1,-1,2,-1,2019,15100
meg,Megaloh,1,5,2,-1,2,-1,222637,61000
tr,Tobias Röger ,1,5,2,-1,1,-1,-1,573
mam,Matthias Metten,1,5,2,-1,1,-1,-1,-1
de,Dennis Emmel,1,5,2,-1,1,-1,1,280
az,Alexander Zuckowski ,1,5,2,-1,1,-1,396,-1
maf,Martin Fliegenschmidt ,1,5,2,-1,1,-1,6,257
jus,Julian Schwitzler ,1,5,2,-1,1,-1,-1,-1
motr,MoTrip,1,5,2,-1,4,-1,11000000,219000
nis,Niko Stegmiller,1,5,2,-1,1,-1,-1,-1
sb,Steven Bashir,1,5,2,-1,1,-1,65,-1
ak,Alex Knolle,1,5,2,-1,1,-1,-1,-1
cl,Christopher Lass,1,5,2,-1,1,-1,5575,3499
jv,Jonathan Vom Dahl,1,5,2,-1,1,-1,6802,7139
kus,Kurt Stolle,1,5,2,-1,1,-1,-1,695
sev,Severin von Sydow,1,5,2,-1,1,-1,1502,4498
beb,Benjamin Burbulla,1,5,2,-1,1,-1,91,3135
mih,Mirjam Hildenbrand,1,5,1,-1,1,-1,-1,-1
st,Samuel Tiede,1,5,2,-1,1,-1,-1,618
josc,Jonas Schumann,1,5,2,-1,1,-1,-1,-1
mc,Martina Cloos,1,5,1,-1,1,-1,-1,-1
ph,Peter Hoffmann,1,5,2,-1,1,-1,26724,-1
obr,OBros,1,5,2,-1,1,-1,163386,88900
adm,Adina Mitchell,1,5,1,-1,1,-1,632,5773
bebb,Benedikt Behnke,1,5,2,-1,1,-1,-1,40000
pj,Paul Jacobi,1,5,2,-1,1,-1,7041,2588
ros,Roland Streicher,1,5,2,-1,1,-1,-1,569
ll,Lukas Linder,1,5,2,-1,1,-1,36063,16400
tok,Toni Kraus,1,5,2,-1,1,-1,7099,8052
mal,Matthias Lange,1,5,2,-1,1,-1,-1,-1
jos,Johann Seifert,1,5,2,-1,1,-1,-1,2089
mis,mishka,1,5,2,-1,1,-1,215346,10800
ad,Arian Dominiak,1,5,2,-1,1,-1,-1,383
is,ISAAK,1,5,2,-1,2,-1,464983,23600
kok,Kai Oliver Krug,1,5,2,-1,1,-1,-1,-1
pl,Patrick Liegl,1,5,2,-1,1,-1,12715,-1
wc,Will Czuch,1,5,2,-1,1,-1,12,-1
gc,Graham Candy,1,5,2,-1,2,-1,1033036,10200
lp,Lili Pistorius,1,5,1,-1,1,-1,37809,55600
ub,Unknown Brain,1,5,3,-1,1,-1,1800386,24100
rf,Romy Flores,1,5,1,-1,1,-1,-1,-1
kr,Kyle Reynolds,1,5,2,-1,1,-1,303066,-1
gg,Giovanni Giusti,1,5,2,-1,1,-1,-1,-1
ej,Eddie Jonsson,1,5,2,-1,1,-1,-1,-1
sth,Steffen Haussteiner,1,5,2,-1,1,-1,-1,3073
jat,Jakob Teepe,1,5,2,-1,1,-1,-1,-1
cm,Claudio Maselli,1,5,2,-1,1,-1,-1,-1
sae,Samuel Eigensatz,1,5,2,-1,1,-1,-1,-1
ag,Alex Genas,1,5,2,-1,1,-1,-1,-1
or,ORISONO,2,5,3,-1,1,-1,-1,1262
chg,Chris Geissler,1,5,2,-1,1,-1,-1,-1
ig,Ivan Geisser,1,5,2,-1,1,-1,-1,-1
dl,Danielle Lamb,1,5,1,-1,1,-1,17,-1
too,Tom Oehler,1,5,2,-1,1,-1,-1,-1
bbs,Benjamin BNJI Schmid,1,5,2,-1,1,-1,-1,-1
bm,Borislav Milanov,1,5,2,-1,1,-1,-1,524
com,Connor Martin,1,5,2,-1,1,-1,-1,-1
dal,Dag Lundberg,1,5,2,-1,1,-1,-1,1126
jit,Jimmy Thoren,1,5,2,-1,1,-1,-1,-1
pej,Peter St James,1,5,2,-1,1,-1,-1,-1
bo,B-OK,1,5,2,-1,1,-1,21096,2094
cd,Christopher Durkin,1,5,2,-1,1,-1,640,797
ff,Francisco Moniz Oliveira Lima De Faria,1,5,2,-1,1,-1,-1,-1
rib,Riccardo Barletta,1,5,2,-1,1,-1,-1,3107
gw,Gethin Llwyd Williams,1,5,2,-1,1,-1,-1,-1
dk,Damian Ketteler,1,5,2,-1,1,-1,-1,2013
dh,Dominik Hartz,1,5,2,-1,1,-1,458240,10900
fs,Friedrich Steinke,1,5,2,-1,1,-1,55263,9328
gts,Gregori Tauchert Soler,1,5,2,-1,1,-1,-1,-1
hh,Hakon Guoni Hjartarson,1,5,2,-1,1,-1,-1,1004
jok,Joseph Knight,1,5,2,-1,1,-1,20,-1
mb,Michael Beckmann,1,5,2,-1,1,-1,9,-1
tos,Tom Stöwer,1,5,2,-1,1,-1,-1,-1
ank,Anja Krabbe,1,5,1,-1,1,-1,169,1394
tao,Tamara Olorga,1,5,1,-1,1,-1,-1,-1
juf,Julian Feifel,1,5,2,-1,1,-1,-1,7530
shz,Shayna Zaid,1,5,1,-1,1,-1,76,2889
seh,Sebastian Horn,1,5,2,-1,1,-1,23406,-1
tir,Tim Rustemeier,1,5,2,-1,1,-1,-1,629
amo,Amalie Olsen,1,5,1,-1,1,-1,45,-1
gma,Gustav Martinez Amador,1,5,2,-1,1,-1,-1,-1
kjm,Kjetil Morland,1,5,2,-1,1,-1,30055,8459
ses,Sebastian Schmidt,1,5,2,-1,1,-1,41,-1
vv,Vanja Vatle,1,5,1,-1,1,-1,19,-1
mar,Matthias Runge,1,5,2,-1,1,-1,-1,4654
seg,Sebastian Gimm,1,5,2,-1,1,-1,-1,-1
teg,Terje Grube,1,5,2,-1,1,-1,-1,-1
jf,Jam Studio Flensburg,2,5,3,-1,1,-1,-1,-1
fw,Frank Weiner,1,5,2,-1,1,-1,-1,-1
ef,Eike Freese,1,5,2,-1,1,-1,-1,2398
mz,Marcel Zürcher,1,5,2,-1,1,-1,-1,-1
sm,Schubert Music Europe GmbH,2,5,3,-1,1,-1,-1,835
tem,Teo Mandrelli,1,5,2,-1,1,-1,77898,13100
rb,Rita Bavanati,1,5,1,-1,1,-1,-1,-1
ie,Iyobed Efrem,1,5,2,-1,1,-1,3766,-1
lh,Luis Hascher,1,5,2,-1,1,-1,24,18900
bes,Benedikt Schoeller,1,5,2,-1,1,-1,-1,3665
che,Chima Ede,1,5,2,-1,1,-1,48169,12300
ems,Emilio Sakraya Moutaoukkil,1,5,2,-1,1,-1,763273,591000
jap,Jan Platt,1,5,2,-1,1,-1,-1,-1
ta,Timothy Auld,1,5,2,-1,1,-1,5990,4472
db,Daniel Bras da Costa,1,5,2,-1,1,-1,-1,-1
fra,Fraz,1,5,2,-1,1,-1,-1,-1
bok,Boki,1,5,2,-1,1,-1,-1,-1
hd,Hubertus Dahlem,1,5,2,-1,1,-1,-1,3263
gel,Gellero,1,5,2,-1,1,-1,14050,2568
mk,Mariel Kirschall,1,5,1,-1,1,-1,-1,8722
adg,Adrian Giessinger,1,5,2,-1,1,-1,110,1484
alz,Alex Zind,1,5,2,-1,1,-1,53050,12300
wp,Wolfgang Pammer,1,5,2,-1,1,-1,-1,943
pk,Paul Katzmayr,1,5,2,-1,1,-1,-1,1541
pn,Peter Neuhofer,1,5,2,-1,1,-1,-1,415
fn,Fabio Niehaus,1,5,2,-1,1,-1,-1,693
kap,Kay Petersen,1,5,2,-1,1,-1,-1,969
magl,Magnus Landsberg,1,5,2,-1,1,-1,-1,1250
mm,Matthias Mania,1,5,2,-1,1,-1,3348,2838
dg,Daniel Großmann,1,5,2,-1,1,-1,86022,-1
esg,Esther Graf,1,5,1,-1,2,-1,1048181,49500
and,Andreas Dopp,1,5,2,-1,1,-1,113,141
eb,Elin Bell,1,5,1,-1,1,-1,800,1716
jak,Jakob Kleij,1,5,2,-1,1,-1,-1,1291
mn,Mareike Plota-Neumann,1,5,1,-1,1,-1,-1,376
adb,Adam Basedow,1,5,2,-1,1,-1,-1,1469
lo,Liza Ohm,1,5,1,-1,1,-1,-1,658
bh,Benjamin Herbst,1,5,2,-1,1,-1,-1,-1
tis,Tim Steiner,1,5,2,-1,1,-1,-1,1102
lis,Linda Stark,1,5,1,-1,1,-1,-1,1259
dab,David Bonk,1,5,2,-1,1,-1,390,-1
jub,Julia Bergen,1,5,1,-1,1,-1,48449,117000
lb,Ludi Boberg,1,5,2,-1,1,-1,-1,-1
jn,Julian Neumann,1,5,1,-1,1,-1,195,1622
dn,Daniel Nitt,1,5,2,-1,1,-1,41307,4141
daj,Daju,1,5,3,-1,1,-1,-1,1835
sp,Stephan Piez,1,5,2,-1,1,-1,-1,663
feg,Felix Gerlach,1,5,2,-1,1,-1,-1,2992
fd,Frieder Does,1,5,2,-1,1,-1,1272,3652
eh,Elias Hadjeus,1,5,2,-1,1,-1,-1,1131
fk,Florian Künstler,1,5,2,-1,2,-1,1000574,86700
ths,Thimo Sander,1,5,2,-1,1,-1,118,761
jcj,John Christopher Jr.,1,5,2,-1,1,-1,287,-1
wt,Wayne Thompson,1,5,2,-1,1,-1,394,-1
marg,Markus Glur,1,5,2,-1,1,-1,10,84
math,Matthias Hardegger,1,5,2,-1,1,-1,-1,-1
jakn,Jan Knecht,1,5,2,-1,1,-1,-1,-1
tj,Tommy Jones,1,5,2,-1,1,-1,-1,-1
mff,Marius Farjus Fietz,1,5,2,-1,1,-1,-1,-1
mub,Muriel Beck,1,5,1,-1,1,-1,-1,-1
dp,Dietmar Pollmann,1,5,2,-1,1,-1,-1,-1
krs,Kristian Sandberg,1,5,2,-1,1,-1,-1,-1
lol,Loucie Leveau,1,5,1,-1,1,-1,-1,-1
va,Viktoria Alkin,1,5,1,-1,1,-1,-1,1613
hl,Hanno Lohse,1,5,2,-1,1,-1,117,-1
anl ,Anna Leyne,1,5,1,-1,1,-1,81350,571
ch,Conrad Hensel,1,5,2,-1,1,-1,134,333
ror,Ron Rauscher,1,5,2,-1,1,-1,-1,236
thob,Thomas Burchia,1,5,2,-1,1,-1,-1,-1
annl,Anna Lyne,1,5,1,-1,1,-1,-1,-1
ajr,Anthony James Robson,1,5,2,-1,1,-1,4678,1165
djh,Danny Joe Hofmanns,1,5,2,-1,1,-1,-1,-1
mld,Mike Leonardo DeVito,1,5,2,-1,1,-1,-1,-1
jod,JODA,1,5,3,-1,1,-1,78839,4167
fal,Falconi,1,5,3,-1,1,-1,-1,-1
jg,Jurj Gold,1,5,2,-1,1,-1,-1,4425
nos,Noah Slee,1,5,2,-1,1,-1,128596,11400
bt,Bounce Bon Jovi Tributeband,2,5,3,-1,1,-1,-1,3972
jr,Jens Rösel,1,5,2,-1,1,-1,-1,576
job,Johannes Brunn,1,5,2,-1,1,-1,-1,698
tom,Tom Mylare,1,5,2,-1,1,-1,-1,565
oq,Olav Quick,1,5,2,-1,1,-1,-1,418
arm,Aron Matthews,1,5,2,-1,1,-1,177449,13300
fl,Felicia Lu Kürbiß,1,5,1,-1,1,-1,66663,55300
at,Andreas Thomas Steiner,1,5,2,-1,1,-1,-1,-1
as,Anja Stix,1,5,1,-1,1,-1,-1,-1
dw,Daniel Weisz,1,5,2,-1,1,-1,-1,-1
phk,Philipp Koell,1,5,2,-1,1,-1,-1,1472
mans,Manuel Stix,1,5,2,-1,1,-1,-1,11700
